Emirate_Ar,Emirate_En,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),Measurement_unit_Ar,Measurement_unit_En,اسم المحطة,Station Name,نوع موقع المحطة ,Type of Location ,Year,Value
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,مرباح,Murbah,عمرانية / سكنية,Urban/Residential,2007,111
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,دبا,Diba,عمرانية / سكنية,Urban/Residential,2007,142
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع حمدان,Hamdan Street,جانب الطريق, Road Side,2008,124
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خديجة ,Khadiejah   School,وسط المدينة,City Centre,2008,133
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خليفة,Khalifah School,حضرية / سكنية,Urban/Residential,2008,90
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بني ياس,Bani Yas,حضرية / سكنية,Urban/Residential,2008,72
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مصفح,Mussafah,صناعية,Industrial,2008,195
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة العين ,Al - Ain School,حضرية / سكنية,Urban/Residential,2008,92
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع العين,Al - Ain Street,جانب الطريق, Road Side,2008,132
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بدع زايد,Bida Zayed,حضرية / سكنية,Urban/Residential,2008,118
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, مدرسة غياثي,Gayathi School,وسط المدينة,City Centre,2008,170
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, واحة ليوا,Liwa Oasis,نائية,Remote Area,2008,159
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,ديرة ,Deira,سكنية ,Residential,2008,398
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,الصفا,Al Safa,سكنية ,Residential,2008,306
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,القاسمية,Al Qasimiah,عمرانية / سكنية,Urban/Residential,2008,279
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,الجير,Al  Jeer,عمرانية / سكنية,Urban/Residential,2008,182
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,البريرات,Burairat,عمرانية / سكنية,Urban/Residential,2008,…
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,سكمكم,Sakamkam,عمرانية / سكنية,Urban/Residential,2008,128
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,المطار,Airport,صناعية,Industrial,2008,135
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,الميناء,Seaport,صناعية,Industrial,2008,189
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,مرباح,Murbah,عمرانية / سكنية,Urban/Residential,2008,136
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,دبا,Diba,عمرانية / سكنية,Urban/Residential,2008,153
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع حمدان,Hamdan Street,جانب الطريق, Road Side,2009,148
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خديجة ,Khadiejah   School,وسط المدينة,City Centre,2009,152
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خليفة,Khalifah School,حضرية / سكنية,Urban/Residential,2009,98
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بني ياس,Bani Yas,حضرية / سكنية,Urban/Residential,2009,71
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مصفح,Mussafah,صناعية,Industrial,2009,209
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة العين ,Al - Ain School,حضرية / سكنية,Urban/Residential,2009,115
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع العين,Al - Ain Street,جانب الطريق, Road Side,2009,147
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بدع زايد,Bida Zayed,حضرية / سكنية,Urban/Residential,2009,149
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, مدرسة غياثي,Gayathi School,وسط المدينة,City Centre,2009,143
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, واحة ليوا,Liwa Oasis,نائية,Remote Area,2009,147
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,ديرة ,Deira,سكنية ,Residential,2009,251
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,الصفا,Al Safa,سكنية ,Residential,2009,231
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,القاسمية,Al Qasimiah,عمرانية / سكنية,Urban/Residential,2009,173
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,الجير,Al  Jeer,عمرانية / سكنية,Urban/Residential,2009,287
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,البريرات,Burairat,عمرانية / سكنية,Urban/Residential,2009,159
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,سكمكم,Sakamkam,عمرانية / سكنية,Urban/Residential,2009,…
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,المطار,Airport,صناعية,Industrial,2009,151
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,الميناء,Seaport,صناعية,Industrial,2009,142
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,مرباح,Murbah,عمرانية / سكنية,Urban/Residential,2009,…
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,دبا,Diba,عمرانية / سكنية,Urban/Residential,2009,168
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع حمدان,Hamdan Street,جانب الطريق, Road Side,2010,143
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خديجة ,Khadiejah   School,وسط المدينة,City Centre,2010,133
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خليفة,Khalifah School,حضرية / سكنية,Urban/Residential,2010,72
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بني ياس,Bani Yas,حضرية / سكنية,Urban/Residential,2010,189
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مصفح,Mussafah,صناعية,Industrial,2010,227
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة العين ,Al - Ain School,حضرية / سكنية,Urban/Residential,2010,72
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع العين,Al - Ain Street,جانب الطريق, Road Side,2010,151
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بدع زايد,Bida Zayed,حضرية / سكنية,Urban/Residential,2010,102
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, مدرسة غياثي,Gayathi School,وسط المدينة,City Centre,2010,128
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, واحة ليوا,Liwa Oasis,نائية,Remote Area,2010,153
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,ديرة ,Deira,سكنية ,Residential,2010,242
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,الصفا,Al Safa,سكنية ,Residential,2010,199
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,القاسمية,Al Qasimiah,عمرانية / سكنية,Urban/Residential,2010,132
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,الجير,Al  Jeer,عمرانية / سكنية,Urban/Residential,2010,154
رأس الخيمة ,Ras Al-Khaimah ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,البريرات,Burairat,عمرانية / سكنية,Urban/Residential,2010,140
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,سكمكم,Sakamkam,عمرانية / سكنية,Urban/Residential,2010,161
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,المطار,Airport,صناعية,Industrial,2010,158
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,الميناء,Seaport,صناعية,Industrial,2010,140
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,مرباح,Murbah,عمرانية / سكنية,Urban/Residential,2010,…
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,دبا,Diba,عمرانية / سكنية,Urban/Residential,2010,165
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع حمدان,Hamdan Street,جانب الطريق, Road Side,2011,128
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خديجة ,Khadiejah   School,وسط المدينة,City Centre,2011,140
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خليفة,Khalifah School,حضرية / سكنية,Urban/Residential,2011,137
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بني ياس,Bani Yas,حضرية / سكنية,Urban/Residential,2011,203
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مصفح,Mussafah,صناعية,Industrial,2011,184
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة العين ,Al - Ain School,حضرية / سكنية,Urban/Residential,2011,138
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع العين,Al - Ain Street,جانب الطريق, Road Side,2011,143
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بدع زايد,Bida Zayed,حضرية / سكنية,Urban/Residential,2011,171
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, مدرسة غياثي,Gayathi School,وسط المدينة,City Centre,2011,169
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, واحة ليوا,Liwa Oasis,نائية,Remote Area,2011,168
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,ديرة ,Deira,سكنية ,Residential,2011,190
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,الصفا,Al Safa,سكنية ,Residential,2011,183
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,سكمكم,Sakamkam,عمرانية / سكنية,Urban/Residential,2011,…
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,المطار,Airport,صناعية,Industrial,2011,148
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,الميناء,Seaport,صناعية,Industrial,2011,120
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,مرباح,Murbah,عمرانية / سكنية,Urban/Residential,2011,…
الفجيرة,Fujairah,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/m3,دبا,Diba,عمرانية / سكنية,Urban/Residential,2011,146
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع حمدان,Hamdan Street,جانب الطريق, Road Side,2012,151
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خديجة ,Khadiejah   School,وسط المدينة,City Centre,2012,157
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة خليفة,Khalifah School,حضرية / سكنية,Urban/Residential,2012,175
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بني ياس,Bani Yas,حضرية / سكنية,Urban/Residential,2012,174
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مصفح,Mussafah,صناعية,Industrial,2012,189
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,مدرسة العين ,Al - Ain School,حضرية / سكنية,Urban/Residential,2012,156
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,شارع العين,Al - Ain Street,جانب الطريق, Road Side,2012,155
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,بدع زايد,Bida Zayed,حضرية / سكنية,Urban/Residential,2012,168
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, مدرسة غياثي,Gayathi School,وسط المدينة,City Centre,2012,181
أبوظبي,Abu Dhabi  ,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3, واحة ليوا,Liwa Oasis,نائية,Remote Area,2012,217
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,ديرة ,Deira,سكنية ,Residential,2012,-
دبي,Dubai,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون),Inhalable Particulate Matter Concentration  (PM-10),ميكروجرام/ متر مكعب,µg/Nm3,الصفا,Al Safa,سكنية ,Residential,2012,493